29693004	85602	1
12918484	76796	1
36690434	4635	1
8659735	113297	1
3699385	7193001	1
25351220	22101	1
7281033	53552	1
22611710	235531	1
40571700	96055	1
41182515	25075	1
39736645	12590219	1
17260209	27387	1
35228803	10411447	1
6575121	85654	1
16269350	50827	1
2635077	23602041	1
27037673	134646	1
11025336	34960	1
8905158	99849	1
36839531	192284	1
1062888	261285	1
30505806	263342	1
7561957	21927	1
8793250	150542	1
45179099	46662	1
3594345	4482378	1
3439211	673030	1
47079522	13645	1
10605224	16165606	1
30420261	31562	1
2265967	203200	1
4407559	156172	1
10236095	198718	1
4151936	89473	1
6506643	1662	1
26739034	113979	1
3219969	21169	1
40535071	10977863	1
32790529	151215	1
8878903	298411	1
15438479	118707	1
15473468	575	1
2938727	2080	1
6895840	180484	1
10613355	148422	1
31955628	16053655	1
5794761	34827	1
5711380	90416	1
31420972	88004	1
5031051	390628	1
49501350	22306	1
3603648	95275	1
24800418	12288371	1
3747083	9131105	1
11245274	9132036	1
5506484	7581	1
10065924	14817	1
15571478	209308	1
10781544	31902	1
8096939	26406	1
6605129	50472	1
22194732	129658	1
48054587	115368	1
30458080	26375	1
25132718	463966	1
16918817	12007	1
26192642	183005	1
2902644	17982	1
30413313	186771	1
8489690	63185	1
24343754	10108	1
33693518	55046	1
47943103	21908760	1
18046044	39360	1
30521936	39306	1
8750815	52294	1
11796981	117816	1
12951457	166474	1
39567976	312817	1
17410773	105792	1
6808691	194210	1
26777055	3708	1
6448607	124707	1
8123240	53243	1
13776561	246176	1
17396402	19583260	1
36432194	26900	1
7378845	666	1
47880010	91385	1
12008854	3952	1
22688796	12869	1
32596096	176825	1
45159176	4563	1
19391133	9131462	1
2174379	21668	1
11755867	15460	1
34002612	160811	1
13904930	185611	1
16535534	14167	1
46579077	3766	1
20504124	307893	1
31656483	7980597	1
21595650	10380	1
3761011	43970	1
34674122	10384	1
8105182	176838	1
7063993	708	1
2606227	21899790	1
34847749	92522	1
32616611	25003	1
15393363	1041	1
26683251	50680	1
45389356	47873	1
16524280	9734627	1
26655124	19860	1
5865525	38219	1
5484065	37557	1
29235495	3482	1
42638434	229774	1
2405899	88878	1
49063779	12867	1
36194266	7865630	1
9425358	184951	1
17322749	340696	1
42735232	29704	1
7818049	23565758	1
8937940	9735438	1
25379718	302784	1
10122955	67794	1
43005095	341939	1
5393136	58568	1
30452897	5373573	1
7321754	4394538	1
11200839	116623	1
27018397	4335872	1
36261923	11167703	1
49627843	21882293	1
12541155	10755	1
36977529	158015	1
3145388	29976	1
22274917	18604	1
2987084	19659	1
39075974	45618	1
33411952	10975784	1
12794117	74751	1
16465682	157765	1
21426425	43208	1
2683480	13645	1
7669786	1801	1
49083080	109465	1
10355289	2631	1
6754411	20438	1
4112590	21909260	1
10379720	121975	1
31276142	130	1
22917917	19724342	1
14731991	11287412	1
32702243	12638326	1
18691470	18155	1
12239788	7220990	1
30223670	37593	1
31892742	29434	1
6978257	23532311	1
5232742	1203	1
3567656	19368	1
2624310	16053613	1
3316694	100488	1
6219440	50754	1
2304843	179138	1
19372966	17951646	1
7243712	12451	1
11263039	410	1
8800774	22003	1
27749170	19686892	1
41761495	70439	1
28322078	34062	1
10091394	100297	1
11437213	108109	1
28956520	16283196	1
29981177	1695	1
3518735	9131105	1
33345228	165583	1
15748840	101171	1
12848152	2455	1
27015182	142049	1
20548902	14777	1
25675256	267873	1
27118287	102584	1
11475833	21092	1
10605224	44864	1
12437396	7777599	1
8971375	362660	1
47752520	105666	1
4384858	7208149	1
26168856	9323407	1
18159123	12204	1
2344168	115871	1
41872803	54496	1
22376050	5736	1
2750806	129679	1
5384870	15678050	1
4415630	175018	1
6874306	12664827	1
48713934	14290	1
18137657	349791	1
18041667	101791	1
20985953	12172753	1
2189202	22095	1
33504740	13489	1
40739317	93992	1
15127624	47932	1
4401428	16149189	1
