6880	0	10826
10827	1	10828
10829	1	10830
10831	1	10832
10833	1	10834
9506	0	10835
1161	1	10836
4886	0	10837
10838	2	10839
10840	1	10841
6537	1	10842
683	1	10843
10844	2	10839
8769	0	10845
3636	0	10846
4203	0	10847
10848	1	10849
8790	0	10850
4882	0	10851
3560	0	10852
585	0	10853
10854	3	10855
388	1	10856
10857	1	10858
8196	0	10859
10860	3	10861
5529	0	10862
10863	2	10839
1497	0	10864
9154	0	10865
10866	1	10867
10868	1	10869
10448	0	10870
4244	0	10871
10872	4	10839
5523	0	10873
4975	0	10874
1969	1	10875
3516	0	10876
10877	1	10878
10879	2	10839
8676	0	10880
5732	0	10881
10882	1	10883
10884	1	10885
9584	0	10886
2899	0	10887
10888	1	10889
10890	1	10891
3728	0	10892
267	0	10893
7371	0	10894
8475	0	10895
10896	1	10897
10898	3	10899
9986	0	10900
10901	4	10902
10598	0	10903
6996	1	10904
33	0	10905
10906	1	10907
4782	0	10908
7795	0	10909
1730	0	10826
10910	3	10911
9051	0	10912
6525	0	10913
10914	4	10915
5451	0	10916
8438	0	10917
10918	1	10919
7971	0	10920
10921	2	10839
3693	0	10922
10923	3	10924
8607	0	10925
1626	0	10926
10927	1	10928
3611	0	10929
3239	0	10930
3942	0	10931
9651	1	10932
5282	1	10933
1807	0	10934
10496	0	10935
10936	1	10937
10938	1	10939
4270	0	10940
8052	0	10941
10942	1	10943
10944	1	10945
1200	0	10946
4200	0	10947
5052	0	10948
10949	1	10950
1591	0	10951
3798	0	10922
4294	0	10952
6473	0	10953
5137	1	10954
1377	0	10955
10956	2	10839
10957	1	10958
9568	1	10959
564	0	10960
4857	0	10961
8754	0	10962
10963	1	10964
8179	0	10965
10966	1	10967
6345	0	10968
10969	1	10970
8822	0	10971
750	0	10972
10973	4	10839
7493	1	10974
3015	0	10975
3303	0	10976
10977	1	10978
665	0	10979
2834	1	10869
4845	0	10980
10981	1	10982
4013	0	10983
10984	5	10985
3339	0	10986
7386	0	10987
10988	3	10989
10990	1	10943
10991	4	10992
10993	4	10839
7008	0	10994
4955	0	10995
10996	1	10997
10998	1	10959
9868	1	10999
1723	0	11000
9756	1	11001
11002	3	11003
3106	0	11004
9807	0	11005
5660	1	11006
119	0	11007
288	0	11008
9542	0	11009
11010	3	11011
11012	1	11013
11014	3	11015
11016	1	11017
11018	1	11019
11020	1	11021
4297	0	11022
11023	1	11024
11025	1	11026
4260	0	11027
3835	0	11028
11029	1	11030
4321	0	11031
2206	0	11032
11033	1	11034
3401	0	11035
3672	0	11036
11037	1	11038
11039	1	11040
4845	0	11041
6162	0	11042
11043	1	11044
11045	2	10839
11046	5	10985
11047	1	11048
5776	0	11049
11050	1	11051
1472	0	11052
6474	0	11053
7013	0	11054
8821	0	11055
10000	0	11056
4224	0	11057
979	1	10869
3509	0	11058
6204	0	11059
5657	0	11060
6147	0	11061
7863	0	11062
11063	1	11064
4404	0	11065
11066	1	11067
341	0	11068
11048	3	11069
11070	2	10839
1394	1	10830
8139	0	11071
7521	0	11072
11073	1	11074
11075	1	11076
7353	0	11077
3262	0	11078
4110	0	11079
2693	0	11080
10059	0	11081
11082	1	11083
1890	0	11084
5229	0	11085
4396	0	11086
11087	1	11088
88	0	11089
11090	1	11091
6056	0	11092
11093	1	11094
8511	0	11095
11096	5	10985
5426	0	11097
11098	1	11099
7169	0	11100
3440	0	11101
11102	1	11006
9871	0	11103
11104	1	10867
11105	1	10883
7406	0	11106
6091	0	11107
11108	3	11109
1121	0	11110
10943	4	11111
11112	1	10945
1819	0	11113
4824	0	11114
11115	1	11116
11117	1	11118
11119	1	11120
3850	0	11121
11122	1	10978
11123	3	11124
11125	1	11126
5475	0	11127
8490	0	11128
10233	0	11129
10907	5	10985
8901	0	11130
2590	0	11131
1484	0	11132
397	0	11133
11134	2	10839
9934	0	11135
2585	1	11136
2328	0	11137
1365	1	11138
10540	0	11139
2342	0	11140
7189	0	11141
1014	0	11142
11143	1	11144
3165	1	11145
9457	0	11146
7398	0	11113
296	0	11147
2691	0	11148
3885	0	11149
11150	1	11151
274	0	11152
11153	4	10839
8271	1	11013
11154	5	11155
11156	3	11157
3185	0	11158
9952	1	11159
11160	3	11161
7912	1	11162
1784	0	11163
11164	2	10839
8134	0	11165
10362	0	11166
1141	0	11167
4316	0	11168
10322	0	11169
11170	3	11171
11172	3	11173
2385	0	11174
2502	1	11175
11176	3	11177
11178	1	11179
8878	0	11180
1704	0	11181
11182	1	11183
2327	0	11184
11185	1	11186
9266	0	11187
528	0	11188
11189	3	11190
11191	1	11192
11193	1	11194
6886	0	11195
1316	0	11196
3226	0	11197
11198	1	11199
11200	4	10839
6046	0	11201
6402	0	11202
2305	0	11203
11204	1	11205
11206	1	11207
2989	0	11208
8995	0	11209
3927	1	11210
4034	0	11211
11212	3	10861
5146	0	11213
8871	0	11214
9176	0	11215
785	0	11216
512	0	11217
11218	1	11219
11220	1	11221
5764	0	11222
11223	1	11224
101	0	11225
11226	1	11227
3569	0	11228
322	0	11229
2852	0	11230
11231	1	11232
1704	1	11233
994	0	11234
3533	0	11235
5696	0	11236
10497	1	11237
10223	0	11238
9179	0	11239
10390	0	11240
609	0	11241
3406	1	11242
9971	0	11243
11244	1	11245
5897	1	11246
11247	1	10937
11248	1	11034
7701	0	11249
7156	0	11250
808	0	11251
10607	0	11252
4720	0	11253
2463	0	11254
6597	0	11255
4145	0	11256
9913	0	11257
131	0	11258
8863	0	11259
1935	0	11260
11261	1	10885
2592	0	11262
2429	0	11068
7210	0	11263
11264	1	11265
579	0	11266
2371	0	11267
532	0	11268
10314	0	11269
6194	0	11270
6725	1	11271
1588	0	11272
5320	0	11273
11274	1	11275
4166	0	11276
2188	0	11277
188	1	11278
11279	3	11280
11281	1	11282
3606	0	11283
5519	0	11284
6110	1	10937
11285	1	11286
11287	5	10985
11288	1	11289
9173	1	11290
11291	1	11292
11293	1	11294
1067	0	11295
10403	1	11296
4396	0	11297
2174	0	11298
11299	1	11300
4745	0	11301
7781	0	11302
4803	0	11303
4309	0	11304
11305	1	11306
11307	1	10939
3429	1	11126
6953	0	11308
85	0	11309
11310	2	10839
9217	1	11311
11312	1	10945
11313	1	11314
7768	0	11315
1231	0	11316
11317	1	11318
11319	1	11320
10149	0	11321
11322	1	11323
11324	1	11325
4247	0	11326
1872	0	11327
5251	0	11328
6686	1	11329
11330	1	11286
10770	0	11331
10999	4	11332
7266	0	11333
542	0	11334
10267	0	11335
5633	0	11336
10769	1	11337
4538	1	11338
1373	0	11339
10991	4	11340
11341	1	11342
4641	0	11343
5194	0	11344
10608	0	11345
11346	5	10985
3501	0	11347
7639	1	11348
7502	1	11349
612	0	11350
5379	0	11351
3132	0	11352
4276	0	11353
11354	1	11355
11356	1	11357
9663	0	11358
11359	1	11360
1045	0	11361
9991	0	11362
3901	0	11363
365	0	11364
2048	0	11365
4040	0	11366
10326	0	11367
3633	0	11368
2935	0	11369
2153	0	11370
9382	1	11371
11372	1	10970
7761	0	11373
4456	1	11374
6789	1	11375
5588	1	11376
11377	1	11378
7572	0	11379
11380	1	11381
8193	1	11382
590	0	11383
7378	1	11384
9410	0	11385
8628	1	11386
9404	1	10928
11387	1	11388
5375	0	11389
10069	0	11390
11391	1	11392
10897	5	10985
4218	1	11393
6767	1	11394
6400	1	10999
186	0	11395
9726	1	11396
11397	1	10932
9040	0	11398
11399	1	11400
9248	0	11401
11402	1	11403
8018	1	11404
4332	0	11405
7835	0	11406
11407	1	11408
2185	0	11409
3611	0	11410
3701	1	11411
11412	1	11413
11414	1	11415
584	0	11416
4060	0	11417
2840	1	11418
1123	0	11419
216	0	11420
4616	0	11421
5617	1	11422
1616	0	11423
11424	1	11221
9412	0	11425
1209	0	11426
11427	1	11014
9707	1	10993
3743	0	11428
10393	0	11429
4639	0	11430
11431	1	10970
520	1	11199
8017	0	11432
10029	1	11433
1423	0	11434
11435	1	11436
78	0	11437
7467	0	11438
11439	1	11440
9252	0	11441
11442	3	11443
11444	1	11445
11446	1	11183
7481	1	11014
7398	0	11447
11448	1	11449
11450	1	11451
11452	2	10839
11453	1	10867
2761	0	11454
5884	0	11455
6542	0	11456
11457	3	11458
11459	1	11460
4323	1	10923
6735	0	11461
11462	5	10985
7154	0	11463
1484	1	11172
653	0	11464
3353	0	11465
2199	0	11466
7580	1	11467
7357	0	11468
11469	1	11388
9991	0	11470
11471	1	11472
11473	1	11474
6420	0	11475
6199	0	11476
4182	0	11477
5477	0	11478
1263	0	11479
11480	1	11474
5977	1	11136
11481	3	11443
11482	1	11199
11483	1	11484
11485	1	11486
11487	3	11488
8552	0	11489
