19719228	0
2095	1
48902	2
589433	3
4739	4
29449965	5
453110	6
252479	7
201209	8
6153031	9
449163	10
450	11
59020	12
524759	13
741526	14
129213	15
493303	16
290603	17
46206	18
21923467	19
390398	20
589925	21
450244	22
412674	23
695406	24
464618	25
10113	26
899307	27
210847	28
272404	29
258548	30
390635	31
180758	32
31253	33
11118	34
153611	35
20325	36
246574	37
14912	38
2492	39
29448343	40
119925	41
560662	42
29133	43
1588	44
391164	45
186033	46
406731	47
39350	48
15283	49
1267	50
700077	51
21911017	52
674820	53
33013	54
21757	55
282420	56
3533	57
87829	58
393387	59
886	60
307625	61
27995	62
4345	63
129192	64
4482212	65
891941	66
331831	67
296921	68
12172939	69
9529082	70
46780	71
17682544	72
970213	73
19803	74
152382	75
203445	76
9142500	77
542390	78
7982260	79
493145	80
112766	81
13645	82
28069	83
135017	84
407741	85
21897537	86
6286	87
175058	88
58708	89
3812	90
81097	91
100523	92
322744	93
89473	94
152301	95
173434	96
134767	97
128190	98
392937	99
659559	100
16193	101
260634	102
51293	103
151214	104
7577	105
92477	106
468265	107
92408	108
16157087	109
286366	110
67785	111
638608	112
12079	113
84367	114
784040	115
19695969	116
11167383	117
1855	118
450894	119
183133	120
586507	121
210817	122
32323	123
529996	124
110428	125
129439	126
364284	127
501438	128
294846	129
110624	130
356612	131
300710	132
94002	133
650	134
35295	135
527341	136
319050	137
81186	138
19175118	139
237813	140
239379	141
164612	142
89535	143
134196	144
80065	145
152504	146
54158	147
446731	148
80866	149
674091	150
10405	151
132	152
8992195	153
230821	154
47545	155
520907	156
150005	157
20653049	158
18338	159
1165827	160
3057	161
16053613	162
147450	163
50237	164
705536	165
220706	166
99271	167
49649	168
425741	169
336621	170
514547	171
286669	172
3040	173
61453	174
6041	175
850445	176
646311	177
408416	178
408293	179
102872	180
87304	181
120945	182
134800	183
25375	184
133931	185
263978	186
204914	187
285399	188
3686	189
561921	190
39150	191
53887	192
108987	193
189149	194
182671	195
268174	196
16180663	197
96895	198
27246	199
715474	200
168427	201
355299	202
37969	203
639863	204
81260	205
483561	206
19598469	207
3609051	208
124034	209
214457	210
10934391	211
161161	212
1185692	213
117043	214
21811	215
243215	216
51422	217
5099	218
133096	219
197810	220
88152	221
438094	222
3971	223
19171634	224
132705	225
19719631	226
70381	227
9142454	228
21914311	229
313513	230
33252	231
245439	232
105704	233
355411	234
4505	235
186176	236
156537	237
613128	238
246969	239
270771	240
4234	241
18937	242
51999	243
183229	244
7865630	245
16578151	246
254917	247
306847	248
331119	249
224411	250
613892	251
16739927	252
1781	253
13488	254
1339534	255
1088192	256
325146	257
1410307	258
2966	259
2212	260
764909	261
9131493	262
431884	263
7797736	264
1033121	265
11724055	266
9	267
118440	268
24413	269
9323759	270
339022	271
225139	272
223746	273
52698	274
867	275
17895121	276
38608	277
126612	278
156225	279
529686	280
360717	281
324597	282
153752	283
262242	284
21897423	285
291	286
19721453	287
39682	288
34656	289
176825	290
101625	291
328327	292
51362	293
52196	294
331494	295
1699800	296
99965	297
163025	298
726524	299
45050	300
472645	301
90470	302
92866	303
149688	304
229345	305
15582107	306
164825	307
314370	308
15099	309
398041	310
23462	311
538457	312
11990	313
290965	314
64172	315
50587	316
331116	317
43970	318
90420	319
35919	320
189817	321
280482	322
7630	323
12867	324
156171	325
90292	326
52377	327
96300	328
847	329
331758	330
191136	331
92434	332
16794	333
1140871	334
23564296	335
617702	336
777245	337
151754	338
108711	339
53006	340
716561	341
874567	342
16718093	343
22515548	344
9145185	345
751726	346
160760	347
236871	348
11719285	349
43815	350
288713	351
1231	352
144325	353
872508	354
353985	355
64376	356
114889	357
4342194	358
24400	359
51237	360
215579	361
12656832	362
444628	363
331210	364
64322	365
103583	366
526771	367
214460	368
453111	369
98119	370
10401259	371
328145	372
67998	373
561583	374
110799	375
16237759	376
207584	377
340394	378
21959	379
89874	380
188411	381
70356	382
336520	383
3745	384
174453	385
375564	386
234077	387
40450	388
178829	389
15214	390
130625	391
22108463	392
9139639	393
899795	394
362969	395
27852	396
149682	397
17756	398
11732146	399
486	400
167711	401
2946	402
268956	403
1886	404
32171	405
110966	406
91438	407
250791	408
278559	409
31920	410
568002	411
15678045	412
120956	413
278770	414
106001	415
59932	416
111499	417
115217	418
652212	419
1287514	420
19727149	421
15479	422
19583371	423
4394538	424
159876	425
601663	426
643871	427
800039	428
49050	429
835781	430
45691	431
58995	432
132848	433
215671	434
23566951	435
682382	436
15196	437
13471	438
25459	439
428265	440
101794	441
27770	442
241037	443
16627	444
92958	445
1410440	446
172227	447
48926	448
1848303	449
7776744	450
68756	451
119888	452
449487	453
1784	454
16914	455
135742	456
251108	457
101707	458
19809	459
48960	460
227507	461
37611	462
152959	463
38377	464
16915	465
103759	466
24310	467
241040	468
12426	469
151851	470
118504	471
284757	472
15227	473
105317	474
998894	475
10342	476
357440	477
226437	478
5569185	479
12176342	480
101038	481
2704711	482
593584	483
89857	484
19655	485
118731	486
50754	487
452378	488
21788	489
10385	490
8540997	491
21917869	492
90745	493
512681	494
11728295	495
78216	496
846155	497
9526436	498
50263	499
30927	500
158529	501
391746	502
2012403	503
1193	504
143762	505
37154	506
648531	507
12650948	508
16291195	509
209396	510
995186	511
29672	512
648646	513
642062	514
1594591	515
124013	516
93450	517
746541	518
35663	519
50473	520
634039	521
108739	522
282703	523
4575	524
561498	525
29450887	526
175015	527
357800	528
1096933	529
154574	530
527176	531
107788	532
301024	533
108804	534
118821	535
30223309	536
1586	537
154059	538
330689	539
29434	540
12658529	541
86902	542
23265	543
43595	544
45245	545
23565758	546
333464	547
596156	548
467099	549
41220	550
838463	551
410	552
343321	553
49531	554
1923997	555
11393952	556
968326	557
123104	558
87476	559
286649	560
19598119	561
75273	562
19807	563
45235	564
2021	565
29486	566
115369	567
622163	568
861590	569
91514	570
30201738	571
6421	572
6415	573
8192064	574
12973	575
22595	576
30276	577
11162460	578
87935	579
570975	580
425742	581
148166	582
4765	583
760617	584
189571	585
331760	586
92861	587
10108	588
15560	589
94886	590
493167	591
345435	592
328716	593
12514	594
257400	595
110831	596
9117540	597
559999	598
27341	599
50667	600
395681	601
460051	602
21411	603
119965	604
5067	605
52896	606
627927	607
301659	608
63686	609
249708	610
12644611	611
151465	612
71197	613
51620	614
2291	615
644443	616
4784	617
150516	618
17802131	619
18090991	620
11850972	621
133744	622
21897391	623
826614	624
102412	625
130857	626
21894531	627
19636065	628
40591	629
29446771	630
47313	631
5335	632
91184	633
11862848	634
229763	635
209454	636
111452	637
1213664	638
336364	639
403307	640
153095	641
281010	642
187385	643
184036	644
364008	645
11157581	646
359360	647
499398	648
300128	649
17839002	650
4477037	651
127026	652
459337	653
604584	654
105430	655
354202	656
12810	657
953667	658
104218	659
12657215	660
156174	661
332110	662
41194	663
248822	664
169376	665
331551	666
1956942	667
115093	668
580	669
307411	670
10188	671
251173	672
29449617	673
63179	674
669919	675
618387	676
22220408	677
1547209	678
253330	679
256125	680
160813	681
21912553	682
324537	683
48980	684
19721332	685
254212	686
181602	687
121566	688
160817	689
124023	690
40794	691
104041	692
119312	693
49526	694
13256587	695
897239	696
274372	697
33701	698
115241	699
4433282	700
28624	701
16630	702
88879	703
189917	704
11326009	705
9735438	706
194997	707
23439	708
110695	709
130125	710
313816	711
37689	712
9525658	713
149062	714
817417	715
74901	716
425347	717
9391317	718
25989	719
378493	720
253760	721
16335924	722
29448065	723
637979	724
336821	725
5036	726
323935	727
81464	728
187335	729
9365761	730
39858	731
323229	732
97326	733
153199	734
152897	735
94041	736
182947	737
210560	738
84334	739
159525	740
270687	741
58994	742
29953857	743
18438	744
19733284	745
47306	746
453369	747
290720	748
265284	749
4364	750
293981	751
55295	752
1413228	753
156281	754
20100	755
179881	756
197344	757
390342	758
431262	759
54468	760
4030	761
299787	762
19597752	763
616616	764
49822	765
10746	766
5287	767
264209	768
122349	769
551022	770
106802	771
11350269	772
248342	773
105409	774
37966	775
51673	776
6722327	777
450660	778
465035	779
92485	780
196800	781
216705	782
169092	783
21268	784
176228	785
50284	786
178746	787
19912569	788
207238	789
185713	790
459029	791
286250	792
14996	793
5014	794
763367	795
598658	796
35371	797
220591	798
626381	799
10843718	800
19739496	801
483698	802
25069	803
39801	804
59450	805
32880	806
23564381	807
1128507	808
29862505	809
726913	810
786089	811
107150	812
632342	813
984626	814
25782	815
204704	816
122928	817
194429	818
423143	819
1921	820
130605	821
109082	822
21996	823
374620	824
267489	825
102944	826
115447	827
2563	828
21849	829
95642	830
117761	831
9861821	832
637386	833
325860	834
458669	835
304267	836
4134238	837
430409	838
319591	839
97707	840
397507	841
493254	842
298936	843
395821	844
21908831	845
4045	846
108643	847
96463	848
11351138	849
726222	850
9859926	851
109905	852
67809	853
50449	854
441698	855
50381	856
29450270	857
134852	858
256065	859
18111	860
389875	861
12575	862
2140335	863
85528	864
18590	865
29825	866
636469	867
64336	868
230568	869
14741708	870
726534	871
52894	872
8088853	873
11188950	874
53315	875
10251	876
38694	877
539402	878
37682	879
25854	880
1243009	881
20884	882
256480	883
645674	884
57796	885
702951	886
27283	887
190439	888
47932	889
51904	890
4536	891
19696366	892
696122	893
328292	894
59952	895
331925	896
44935	897
21897491	898
10403268	899
400555	900
406632	901
16180835	902
134919	903
1495	904
43388	905
744972	906
594536	907
17689854	908
35856	909
50759	910
27916	911
11729803	912
3978	913
16318	914
292264	915
374283	916
159389	917
15465	918
16222	919
256720	920
279632	921
746463	922
29446671	923
8349	924
90256	925
238168	926
886544	927
94203	928
222232	929
355222	930
19731907	931
184190	932
673498	933
293017	934
12177421	935
38476	936
19924	937
355611	938
14783	939
514192	940
1084759	941
12281	942
456740	943
201619	944
25716	945
797323	946
637109	947
1893220	948
331842	949
19894	950
4349	951
87436	952
672453	953
280269	954
259003	955
52422	956
4481	957
25381	958
81900	959
315797	960
272	961
15271	962
129048	963
17682878	964
257845	965
23565795	966
448800	967
41090	968
20292968	969
3972	970
551286	971
31561	972
614889	973
9449253	974
40793	975
80869	976
19583561	977
66212	978
153291	979
246160	980
451304	981
722486	982
54330	983
223811	984
228783	985
3940	986
1088194	987
220716	988
609943	989
253045	990
127229	991
588603	992
35153	993
1138309	994
6395	995
181217	996
67871	997
504074	998
19051	999
503364	1000
82729	1001
110403	1002
1030982	1003
118444	1004
45990	1005
81740	1006
211363	1007
11173901	1008
24989	1009
486208	1010
624729	1011
7931153	1012
34061	1013
281396	1014
209595	1015
46352	1016
19754	1017
251766	1018
226491	1019
68235	1020
11178198	1021
388077	1022
16335841	1023
27973	1024
17227	1025
191947	1026
15707	1027
1491940	1028
358680	1029
50634	1030
181562	1031
26824	1032
459078	1033
1214	1034
2647	1035
92811	1036
1321035	1037
330512	1038
344696	1039
29052	1040
25912	1041
21156	1042
437235	1043
421807	1044
438295	1045
130406	1046
171432	1047
210890	1048
15642797	1049
410796	1050
9131027	1051
12570667	1052
64775	1053
189004	1054
99210	1055
111583	1056
21911714	1057
12809	1058
782179	1059
358467	1060
21897577	1061
6743	1062
17878049	1063
110012	1064
292180	1065
392065	1066
860303	1067
18333	1068
323970	1069
194204	1070
344448	1071
2801	1072
289566	1073
309571	1074
5953652	1075
754	1076
134505	1077
64726	1078
15648	1079
332112	1080
18332	1081
921	1082
22987525	1083
1029328	1084
22108424	1085
23532143	1086
330716	1087
17847	1088
135557	1089
117074	1090
152686	1091
354696	1092
121055	1093
19046	1094
604991	1095
36989	1096
51432	1097
1219616	1098
2372	1099
79596	1100
9146	1101
5190	1102
178331	1103
15317	1104
288449	1105
297744	1106
85651	1107
1584643	1108
109581	1109
311346	1110
278831	1111
25741	1112
23754238	1113
367828	1114
15993	1115
543348	1116
16046477	1117
21775135	1118
23517	1119
24609	1120
106602	1121
412270	1122
